Title,Word,Meaning,Source,Niqqud,Here is a list of words with their translations. Return just a list of Hebrew words with vowels/niqqud. Do not include the English translation
Adjectives 3,מסורתי,traditional,Primary,מְסוֹרְתִּי,
Adjectives 3,מודרני,modern,Primary,מוֹדֶרְנִי,
Adjectives 3,היסטורי,historic,Primary,הִיסְטוֹרִי,
Adjectives 3,חכם,smart,Primary,חָכָם,
Adjectives 3,טיפש,foolish,Primary,טִיפֵּשׁ,
Adjectives 3,מכוער,ugly,Primary,מְכּוֹעֵר,
Adjectives 3,מדהים,amazing,Primary,מַדְהִים,
Adjectives 3,דתי,religious,Primary,דָּתִי,
Adjectives 3,תרבותי,cultural,Primary,תַּרְבּוּתִי,
Adjectives 3,מוכן,ready,Primary,מוּכָן,
Adjectives 3,עמוק,deep,Primary,עָמוֹק,
Adjectives 3,טהור,pure,Primary,טָהוֹר,
Adjectives 3,ראשי,main,Primary,רַאשִׁי,
Adjectives 3,חד,sharp,Primary,חָד,
Adjectives 3,בטוח,certain,Primary,בָּטוּחַ,
Adjectives 3,בודד,"lonely, single",Primary,בּוֹדֵד,
Adjectives 3,טרי,fresh,Primary,טָרִי,
Adjectives 3,עבה,thick,Primary,עָבֶה,
Adjectives 3,צר,narrow,Primary,צָר,
Adjectives 3,רחב,wide,Primary,רְחַב,
Adjectives 3,מרתק,fascinating,Primary,מַרְתֵּק,
Adjectives 3,מוזר,"strange, weird",Primary,מוּזָר,
Adjectives 3,עולמי,global,Primary,עוֹלָמִי,
Adjectives 3,בריא,healthy,Primary,בָּרִיא,
Adjectives 3,תחתון,under (adj.),Primary,תַּחְתּוֹן,
Adjectives 3,עליון,upper,Primary,עֶלְיוֹן,
Adjectives 3,עתיק,ancient,Primary,עַתִּיק,
Adjectives 3,יומי,daily,Primary,יוֹמִי,
Adjectives 3,אישי,personal,Primary,אִישִׁי,
Adjectives 3,שבועי,weekly,Primary,שְׁבוּעִי,
Adjectives 3,גרוע,bad,Primary,גָּרוּעַ,
Adjectives 3,מרשים,impressive,Primary,מַרְשִׁים,
Adjectives 3,חודשי,montly,Primary,חוֹדֶשִׁי,
Adjectives 3,שנתי,yearly,Primary,שְׁנָתִי,
Adjectives 3,נפלא,amazing,Primary,נִפְלָא,
Adjectives 3,מטומטם,silly,Secondary,מְטוֹמְטָם,
Abstract Objects 1,חלק,part,Primary,חֵלֶק,
Abstract Objects 1,השקפה,"perspective, point of view",Primary,הַשְׁקָפָה,
Abstract Objects 1,שירות,service,Primary,שֵׁרוּת,
Abstract Objects 1,רשימה,list,Primary,רְשִׁימָה,
Abstract Objects 1,פקודה,"command, order",Primary,פְּקוּדָה,
Abstract Objects 1,מערכת,system,Primary,מַעֲרֶכֶת,
Abstract Objects 1,קבוצה,group,Primary,קְבוּצָה,
Abstract Objects 1,סוג,type,Primary,סוּג,
Abstract Objects 1,עיצוב,design,Primary,עִיצוּב,
Abstract Objects 1,מקרה,"occurance, incident",Primary,מִקְרֶה,
Abstract Objects 1,שינוי,change,Primary,שִׁינּוּי,
Abstract Objects 1,גירסה,version,Primary,גִּרְסָה,
Abstract Objects 1,שליטה,control,Primary,שְׁלִיטָה,
Abstract Objects 1,שיחה,conversation,Primary,שִׂיחָה,
Abstract Objects 1,חשבון,"account, tab, check",Primary,חֶשְׁבּוֹן,
Abstract Objects 1,פרופיל,profile,Primary,פְּרוֹפִיל,
Abstract Objects 1,רמה,level,Primary,רָמָה,
Abstract Objects 1,רעש,noise,Primary,רַעַשׁ,
Abstract Objects 1,תיאור,description,Primary,תֵּיאוּר,
Abstract Objects 1,תמונה,"picture, image",Primary,תְּמוּנָה,
Abstract Objects 1,תוכן,information,Primary,תּוֹכֵן,
Abstract Objects 1,ערך,value,Primary,עֵרֶךְ,
Abstract Objects 1,קטגורייה,category,Primary,קַטֵּגוֹרִיָּה,
Abstract Objects 1,ציוד,equipment,Primary,צֵיוּד,
Abstract Objects 1,בעיה,problem,Primary,בְּעִיָּה,
Abstract Objects 1,צד,side,Primary,צַד,
Abstract Objects 1,ביצועים,performances,Primary,בִּיצּוּעִים,
Abstract Objects 1,אפשרות,possibility,Primary,אַפְשָׁרוּת,
Abstract Objects 1,פעילות,"activity, action",Primary,פְּעִילוּת,
Abstract Objects 1,תוצאה,result,Primary,תּוֹצָאָה,
Abstract Objects 1,הסכם,agreement (abs.),Primary,הַסְכֵּם,
Abstract Objects 1,פיתרון,answer,Primary,פִּיתָּרוֹן,
Abstract Objects 1,ייצור,manufacturing,Primary,יִיצוּר,
Abstract Objects 1,הגנה,defense,Primary,הַגָּנָה,
Abstract Objects 1,מבנה,"structure, formation",Primary,מִבְנֶה,
Abstract Objects 1,תגובה,response,Primary,תְּגוּבָה,
Abstract Objects 1,תור,queue,Primary,תּוֹר,
Abstract Objects 1,כניסה,entrance,Primary,כְּנִיסָה,
Abstract Objects 1,השפעה,influence,Primary,הַשְׁפָּעָה,
Abstract Objects 1,משאלה,wish,Primary,מִשְׁאָלָה,
Abstract Objects 1,תקווה,hope,Primary,תִּקְוָה,
Abstract Objects 1,הזדמנות,opportunity,Primary,הִזְּדַמְנוּת,
Abstract Objects 1,מצב,situation,Primary,מַצָּב,
Abstract Objects 1,יציאה,exit,Primary,יְצִיאָה,
Abstract Objects 1,ברירה,"option, choice",Primary,בְּרִירָה,
Abstract Objects 1,עניין,"matter, interest",Primary,עִנְיָין,
Abstract Objects 1,קול,voice,Primary,קוֹל,
Abstract Objects 1,תפקיד,role,Primary,תַּפְקִיד,
Abstract Objects 1,הצלחה,success,Primary,הַצְלָחָה,
Abstract Objects 1,כישלון,failure,Primary,כִּשְׁלוֹן,
Abstract Objects 1,משבר,crisis,Primary,מַשְׁבֵּר,
Abstract Objects 1,פרס,reward,Primary,פָּרָס,
Abstract Objects 1,הקדמה,"intro, preface",Primary,הַקְדָּמָה,
Abstract Objects 1,כוונה,intention,Primary,כַּוְוָנָה,
Abstract Objects 1,ציון,grade,Primary,צְיוּן,
Abstract Objects 1,מנוחה,rest,Primary,מְנוּחָה,
Abstract Objects 1,נושא,subject,Primary,נוֹשֵׁא,
Abstract Objects 1,חושך,darkness,Primary,חוֹשֶׁךְ,
Abstract Objects 1,חלופה,alternative,Primary,חֲלוּפָה,
Abstract Objects 1,שיא,"peak, record",Primary,שִׁיא,
Abstract Objects 1,קצה,edge,Primary,קָצֶה,
Abstract Objects 1,החלטה,decision,Primary,הֶחְלָטָה,
Abstract Objects 1,סוף,end,Primary,סוֹף,
Abstract Objects 1,התחלה,beginning,Primary,הַתְחָלָה,
Imperatives 1,לך,walk! / go!,Primary,לֵךְ,
Imperatives 1,רוץ,run!,Primary,רוּץ,
Imperatives 1,עזור,help!,Primary,עֲזוֹר,
Imperatives 1,בוא,come!,Primary,בּוֹא,
Imperatives 1,שמור,save! / keep!,Primary,שְׁמוֹר,
Imperatives 1,תן,give!,Primary,תֵּן,
Imperatives 1,עשֵה,do!,Primary,עֲשֵׂה,
Imperatives 1,עצור,stop!,Primary,עֲצוֹר,
Imperatives 1,קח,take!,Primary,קַח,
Imperatives 1,דע,know!,Primary,דַּע,
Imperatives 1,קנֵה,buy!,Primary,קְנֵה,
Imperatives 1,פְתח,open!,Primary,פְּתַח,
Imperatives 1,שים,put!,Primary,שִׁים,
Imperatives 1,טוס,fly!,Primary,טוּס,
Imperatives 1,שב,sit!,Primary,שֵׁב,
Imperatives 1,שְכח,forget!,Primary,שְׁכַּח,
Imperatives 1,צפה,watch! / expect!,Primary,צְפֵה,
Imperatives 1,שלח,send!,Primary,שָׁלַח,
Imperatives 1,שתה,drink!,Primary,שְׁתֵה,
Imperatives 1,צא,go out!,Primary,צֵא,
Imperatives 1,דבר,talk! / speak!,Primary,דַּבֵּר,
Imperatives 1,נסה,try!,Primary,נִסָּה,
Imperatives 1,חפש,search! / look for!,Primary,חַפֵּשׂ,
Imperatives 1,סמן,mark! / indicate!,Primary,סַמֵּן,
Imperatives 1,תקן,fix! / repair!,Primary,תִּקֵּן,
Imperatives 1,קבל,accept!,Primary,קַבֵּל,
Imperatives 1,רחם,have mercy!,Primary,רַחֵם,
Imperatives 1,ערבב,mix! / stir!,Primary,עֲרַבֵּב,
Imperatives 1,חכה,wait!,Primary,חַכֵּה,
Imperatives 1,סָיים,finish!,Primary,סַיֵּם,
Imperatives 1,צלם,take a picture!,Primary,צַלֵּם,
Imperatives 1,ברך,bless!,Primary,בָּרַךְ,
Imperatives 1,למד,learn! / study!,Primary,לַמֵּד,
Imperatives 1,הקשב,listen!,Primary,הַקְשֵׁב,
Imperatives 1,הראה,show!,Primary,הַרְאֵה,
Imperatives 1,הרגש,feel!,Primary,הָרְגִּישׁ,
Imperatives 1,האמן,believe!,Primary,הֶאֱמִין,
Imperatives 1,התחל,start!,Primary,הַתְּחִיל,
Imperatives 1,החזר,return! (something),Primary,הַחֲזִיר,
Imperatives 1,הוסף,add!,Primary,הוֹסֵף,
Imperatives 1,הזמן,invite!,Primary,הַזְמִין,
Imperatives 1,הצג,present!,Primary,הַצֵּג,
Imperatives 1,החלט,decide!,Primary,הַחְלֵט,
Imperatives 1,החלף,change!,Primary,הַחְלֵף,
Imperatives 1,הזכר,remind!,Primary,הַזְכִּיר,
Imperatives 1,התקלח,take a shower!,Primary,הִתְקַלֵּחַ,
Imperatives 1,הסתכל,look!,Primary,הִסְתַּכֵּל,
Imperatives 1,התקרב,come closer!,Primary,הִתְקָרֵב,
Imperatives 1,התחבא,hide!,Primary,הִתְחַבָּא,
Imperatives 1,התחבר,connect!,Primary,הִתְחַבֵּר,
Imperatives 1,הצטרף,join!,Primary,הִצְטָרֵף,
Imperatives 1,התעלם,ignore!,Primary,הִתְעַלֵּם,
Imperatives 1,התפלל,pray!,Primary,הִתְפַּלֵּל,
Imperatives 1,התכונן,get prepared!,Primary,הִתְכּוֹנֵן,
Imperatives 1,הסתפר,cut your hair!,Primary,הִסְתַּפֵּר,
Imperatives 1,השתמש,use!,Primary,הִשְׁתַּמֵּשׁ,
Languages,שפה,language,Primary,שָׂפָה,
Languages,ספרדית,Spanish (lang.),Primary,סְפָרַדִּית,
Languages,צרפתית,French (lang.),Primary,צָרְפַּתִּית,
Languages,גרמנית,German (lang.),Primary,גֶּרְמַנִּית,
Languages,רוסית,Russian (lang.),Primary,רוּסִית,
Languages,סינית,Chinese (lang.),Primary,סִינִית,
Languages,הולנדית,Dutch (lang.),Primary,הוֹלַנְדִּית,
Languages,איטלקית,Italian (lang.),Primary,אִיטַלְקִית,
Languages,פורטוגזית,Portuguese (lang.),Primary,פּוֹרְטוּגַּזִּית,
Languages,שוודית,Swedish (lang.),Primary,שְׁווֵדִית,
Languages,דנית,Danish (lang.),Primary,דָּנִית,
Languages,ערבית,Arabic (lang.),Primary,עֲרַבִּית,
Languages,יפנית,Japanese (lang.),Primary,יַפָּנִית,
Languages,צ'כית,Czech (lang.),Primary,צֶ׳כִית,
Languages,יוונית,Greek (lang.),Primary,יְוָנִית,
Languages,הונגרית,Hungarian (lang.),Primary,הוּנְגָּרִית,
Languages,אירית,Irish (lang.),Primary,אִירִית,
Languages,פולנית,Polish (lang.),Primary,פּוֹלַנִּית,
Languages,הינדי,Hindi,Primary,הִינְדִּי,
Languages,יידיש,Yiddish,Primary,ייִדִּישׁ,
Languages,אספרנטו,Esperanto,Primary,אֵסְפֵּרַנְטוֹ,
Languages,מילון,dictionary,Primary,מִילוֹן,
Languages,משפט,sentence,Primary,מִשְׁפָּט,
Languages,אות,letter,Primary,אוֹת,
Languages,בלשן,linguist,Primary,בַּלְשָׁן,
Languages,בלשנות,Linguistics,Primary,בַּלְשָׁנוּת,
Languages,שם עצם,noun,Primary,שֵׁם עֶצֶם,
Languages,פועל,verb,Primary,פּוֹעַל,
Languages,שם תואר,adjective,Primary,שֵׁם תּוֹאַר,
Languages,פסקה,paragraph,Primary,פָּרָגְרָף,
Languages,שורה,line,Primary,שׁוּרָה,
Languages,פסיק,comma,Primary,פָּסִיק,
Languages,נקודה,"period, dot",Primary,נְקוּדָה,
Languages,שפת אם,mother tongue,Primary,שְׂפַת אֵם,
Emergency,הצילו!,help!,Primary,הַצִּילוּ!,
Emergency,עזרה,help,Primary,עֶזרָה,
Emergency,חילוץ,rescue,Primary,חִילוּץ,
Emergency,כבאי,firefighter,Primary,כַּבָּאִי,
Emergency,זהירות,caution,Primary,זְהִירוּת,
Emergency,חובש,medic,Primary,חוֹבֵשׁ,
Emergency,לכוד,trapped,Primary,לָכוּד,
Emergency,מקרה חירום,emergency,Primary,מִקְרֶה חִירוּם,
Emergency,מגן דוד אדום,Magen David Adom,Primary,מַגֵּן דָּוִד אָדוֹם,
Emergency,החייאה,CPR,Primary,הֶחֱיָאָה,
Emergency,פצוע,injured,Primary,פָּצוּעַ,
Emergency,מצוקה,distress,Primary,מְצוּקָה,
Emergency,תאונה,accident,Primary,תְּאוּנָה,
Emergency,שריפה,fire,Primary,שְׂרֵפָה,
Emergency,מסוכן,dangerous,Primary,מְסוּכָן,
Emergency,פיצוץ,explosion,Primary,פִּיצוּץ,
Emergency,עזרה ראשונה,first aid,Primary,עֶזרָה רִאשׁוֹנָה,
Emergency,אזעקה,"alarm, siren",Primary,אַזְעָקָה,
Emergency,לבצע,"to perform, to execute",Secondary,לַבְּצַע,
Emergency,להתעלף,"to pass out, to faint, to swoon",Secondary,לְהִתְעַלֵּף,
Emergency,הכרה,consciousness,Secondary,הַכָּרָה,
Emergency,מתחשמל,electrocuted,Secondary,מְתַחְשְׁמֵל,
Emergency,ליפול,to fall,Secondary,לִיפּוֹל,
Emergency,לטבוע,to drown,Secondary,לְטַבּוֹעַ,
Future 1,אהיה,I will be,Primary,אֶהְיֶה,
Future 1,תהיה,you/she will be,Primary,תְּהִי,
Future 1,תהיי,you will be,Primary,תְּהִיִּי,
Future 1,נהיה,we will be,Primary,נִהְיֶה,
Future 1,תהיו,you will be,Primary,תְּהִיוּ,
Future 1,יהיו,they will be,Primary,יִהְיוּ,
Future 1,תהיינה,you/they will be,Primary,תְּהִיֶּינָה,
Future 1,יהיה,he will be,Primary,יְהִיֶּה,
Future 1,יאכל,will eat,Primary,יֹאכַל,
Future 1,ישתה,will drink,Primary,יִשְׁתֶּה,
Future 1,יכתוב,will write,Primary,יִכְתּוֹב,
Future 1,ישחה,will swim,Primary,יִשְׁחֶה,
Future 1,יראה,will see,Primary,יִרְאֶה,
Future 1,ישמע,will hear,Primary,יִשְׁמַע,
Future 1,יעשה,will do,Primary,יַעֲשֶׂה,
Future 1,יחשוב,will think,Primary,יַחְשׁוֹב,
Future 1,יאהב,will love,Primary,יֶאֱהַב,
Future 1,יתן,will give,Primary,יִתֵּן,
Future 1,ילך,will go,Primary,יֵלֵךְ,
Future 1,יעמוד,will stand,Primary,יַעֲמוֹד,
Future 1,ישלם,will pay,Primary,יִשְׁלַם,
Future 1,יפספס,will miss,Primary,יִפְסְפֵּס,
Future 1,ישנה,will change,Primary,יִשְׁנֶה,
Future 1,ינסה,will try,Primary,יִנְסֶה,
Future 1,יבחר,will choose/elect,Primary,יִבְחַר,
Future 1,ידבר,will talk/speak,Primary,יְדַבֵּר,
Future 1,יחפש,will search/look for,Primary,יַחְפֵּשׂ,
Future 1,יבקר,will visit,Primary,יְבַקֵּר,
Future 1,יאשר,will approve/authorize,Primary,יַאְשֵׁר,
Future 1,יקשיב,will listen,Primary,יִקְשִׁיב,
Future 1,יתחיל,will start/begin,Primary,יִתְחִיל,
Future 1,יגיע,will arrive,Primary,יָגִיעַ,
Future 1,יסביר,will explain,Primary,יְסַבִּיר,
Future 1,יַראה,will show,Primary,יַרְאֶה,
Future 1,יגיד,will say/tell,Primary,יְגִיד,
Future 1,יזמין,will invite,Primary,יִזְמִין,
Future 1,יזכיר,will remind,Primary,יִזְכִּיר,
Future 1,יחליט,will decide,Primary,יַחְלִיט,
Future 1,יבין,will understand,Primary,יָבִין,
Future 1,יסכים,will agree,Primary,יִסְכִּים,
Future 1,ישלח,will send,Primary,יִשְׁלַח,
Future 1,יסתכל,will look,Primary,יִסְתַּכֵּל,
Future 1,ישתמש,will use,Primary,יִשְׁתַּמֵּשׁ,
Future 1,יתקשר,will call (phone),Primary,יִתְקַשֵּׁר,
Future 1,יתקרב,will come closer,Primary,יִתְקָרֵב,
Future 1,יתגעגע,will miss (feeling),Primary,יִתְגַּעְגֵּעַ,
Future 1,ישתנה,will change,Primary,יִשְׁתַּנֶּה,
Future 1,יצטרף,will join,Primary,יִצְטָרֵף,
Future 1,יתקלח,will shower,Primary,יִתְקַלַּח,
Future 1,יתנצל,will apologize,Primary,יִתְנַצֵּל,
Future 1,יתעלם,will ignore,Primary,יִתְעַלֵּם,
Future 1,יתכונן,will prepare,Primary,יִתְכּוֹנֵן,
Future 1,יתחבר,will connect,Primary,יִתְחַבֵּר,
Future 1,יבוא,will come,Primary,יָבוֹא,
Future 1,עתיד,future,Secondary,עָתִיד,
Future 1,עבר,past,Secondary,עָבָר,
Future 1,הווה,present,Secondary,הוֹוֶה,
Passive,רצוי,"wanted, desirable",Primary,רָצוּי,
Passive,שבור,broken,Primary,שָׁבוּר,
Passive,אהוב,loved,Primary,אָהוּב,
Passive,כתוב,written,Primary,כָּתוּב,
Passive,אכול,eaten,Primary,אָכוּל,
Passive,עשוי,made,Primary,עָשׂוּי,
Passive,קשור,"tied, related, connected",Primary,קָשׁוּר,
Passive,נגוע,infected (passive),Primary,נָגוּעַ,
Passive,ידוע,known (passive),Primary,יָדוּעַ,
Passive,קנוי,bought (passive),Primary,קָנוּי,
Passive,שמור,saved (passive),Primary,שָׁמוּר,
Passive,חתוך,cut (passive),Primary,חָתוּךְ,
Passive,צפוי,"anticipated, expected (pass.)",Primary,צָפוּי,
Passive,זכור,recalled (passive),Primary,זָכוּר,
Passive,מבושל,cooked (passive),Primary,מְבֻשָּׁל,
Passive,מנוסה,experienced (passive),Primary,מְנוּסָה,
Passive,מדובר,discussed (passive),Primary,מְדֻבָּר,
Passive,מעורבב,mixed (pass.),Primary,מְעוּרְבֵּב,
Passive,מבוזבז,wasted (passive),Primary,מְבֻזָּבֵז,
Passive,משונה,"strange, peculiar (passive)",Primary,מְשׁוּנֶּה,
Passive,ממולא,"filled, stuffed (passive)",Primary,מְמֻלָּא,
Passive,משוכנע,convinced (passive),Primary,מְשׁוּכָּנַע,
Passive,מסודר,organized (passive),Primary,מְסֻדָּר,
Passive,משותף,"joined, communal (passive)",Primary,מְשׁוּתָּף,
Passive,מסוים,"particular, specific (passive)",Primary,מְסוּיָּם,
Passive,מקובל,accepted (passive),Primary,מְקוּבָּל,
Passive,מורכב,composed (passive),Primary,מוּרְכָּב,
Passive,מוזמן,invited (passive),Primary,מוּזְמָן,
Passive,מוצלח,successful (passive),Primary,מוּצְלָח,
Passive,מוחלף,replaced (passive),Primary,מוּחְלָף,
Passive,מובן,understandable (passive),Primary,מוּבָּן,
Passive,מוחלט,"definitive, total (passive)",Primary,מוּחְלָט,
Passive,מוסבר,explained (passive),Primary,מוּסְבָּר,
Passive,מוגבל,restricted (passive),Primary,מוּגְבָּל,
Passive,מושפע,influenced (passive),Primary,מוּשְׁפָּע,
Passive,מודאג,worried (passive),Primary,מוּדָאַג,
Passive,מותאם,"compatible, adjusted (passive)",Primary,מוּתְאָם,
Passive,מופרע,disturbed,Secondary,מוּפְרַע,
Reference Pronoun,עצמי,myself,Secondary,עַצְמִי,
Reference Pronoun,עצמךָ,yourself (m. sg.),Secondary,עַצְמְךָ,
Reference Pronoun,עצמךְ,yourself (f. sg.),Secondary,עַצְמֵךְ,
Reference Pronoun,עצמו,himself,Secondary,עַצְמוֹ,
Reference Pronoun,עצמה,herself,Secondary,עַצְמָה,
Reference Pronoun,עצמנו,ourselves,Secondary,עַצְמֵנוּ,
Reference Pronoun,עצמכם,yourselves (m. pl.),Secondary,עַצְמְכֶם,
Reference Pronoun,עצמכן,yourselves (f. pl.),Secondary,עַצְמְכֶן,
Reference Pronoun,עצמם,themselves (m. pl.),Secondary,עַצְמָם,
Reference Pronoun,עצמן,themselves (f. pl.),Secondary,עַצְמָן,
Nif'al,נראה,seen,Primary,נִרְאֶה,
Nif'al,נכשל,failed,Primary,נִכְשָׁל,
Nif'al,נגמר,finished,Primary,נִגְמַר,
Nif'al,נכנס,entered,Primary,נִכְנָס,
Nif'al,נשמע,was heard,Primary,נִשְׁמַע,
Nif'al,נסגר,was closed,Primary,נִסְגָּר,
Nif'al,נפתח,was opened,Primary,נִפְתַּח,
Nif'al,נאכל,was eaten,Primary,נֶאֱכַל,
Nif'al,נכתב,was written,Primary,נִכְתַּב,
Nif'al,נגרם,was caused,Primary,נִגְרַם,
Nif'al,נקרא,was read,Primary,נִקְרָא,
Nif'al,נפגש,met,Primary,נִפְגַּשׁ,
Nif'al,נשאל,was asked,Primary,נִשְׁאַל,
Nif'al,נעשה,was done,Primary,נֶעֱשֶׂה,
Nif'al,ניתן,was given,Primary,נִיתַּן,
Nif'al,נעלם,disappeared,Primary,נֶעְלַם,
Nif'al,נפרד,"separated, broke up",Primary,נִפְרַד,
Nif'al,נשרף,was burnt,Primary,נִשְׁרַף,
Nif'al,נשלח,was sent,Primary,נִשְׁלַח,
Nif'al,נפגע,was hurt,Primary,נִפְגָּע,
Nif'al,נאמר,was said,Primary,נֶאֱמַר,
Nif'al,נשאר,stayed,Primary,נִשְׁאַר,
Nif'al,נהנה,"enjoyed, had fun",Primary,נֶהֱנֶה,
Nif'al,הקודם,"the previous, the former",Secondary,הַקּוֹדֵם,
Nif'al,על ידי,by,Secondary,עַל יְדֵי,
Nif'al,להיאבד,to be lost,Secondary,לְהִיאָבֵד,
Nature,שמיים,sky,Primary,שָׁמַיִם,
Nature,פרח,flower,Primary,פֶּרַח,
Nature,עץ,tree,Primary,עֵץ,
Nature,יער,forest,Primary,יַעַר,
Nature,ים,sea,Primary,יָם,
Nature,דשא,grass,Primary,דֶּשֶׁא,
Nature,שיח,"bush, shrub",Primary,שִׂיחַ,
Nature,אש,fire,Primary,אֵשׁ,
Nature,אויר,air,Primary,אֲוִיר,
Nature,שדה,field,Primary,שָׂדֶה,
Nature,חול,sand,Primary,חוֹל,
Nature,אבן,stone,Primary,אֶבֶן,
Nature,כוכב,star,Primary,כּוֹכָב,
Nature,ירח,moon,Primary,יָרֵחַ,
Nature,טבע,nature,Primary,טֶבַע,
Nature,אדמה,"ground, earth",Primary,אֲדָמָה,
Nature,נהר,river,Primary,נָהָר,
Nature,כוכב לכת,planet,Primary,כּוֹכָב לֶכֶת,
Nature,כדור הארץ,Earth,Primary,כַּדּוּר הָאָרֶץ,
Nature,חלל,space,Primary,חָלָל,
Nature,ורד,rose,Primary,וָרֶד,
Nature,עלה,leaf,Primary,עָלֶה,
Nature,נוף,"view, scenery, landscape",Primary,נוֹף,
Nature,אקלים,climate,Primary,אַקְלִים,
Nature,חוֹם,heat,Primary,חוֹם,
Nature,הר,mountain,Primary,הַר,
Nature,יקום,universe,Primary,יְקוּם,
Nature,קרקע,"ground, earth",Primary,קַרְקַע,
Nature,גז,gas,Primary,גָּז,
Nature,עשן,smoke,Primary,עָשָׁן,
Nature,חומר,"substance, material",Primary,חוֹמֶר,
Nature,מדבר,desert,Primary,מִדְבָּר,
Nature,צמח,plant,Primary,צֶמַח,
Nature,יבול,crop,Primary,יְבוּל,
Nature,אבק,dust,Primary,אָבָק,
Nature,הר געש,volcano,Primary,הַר גֵּעָשׁ,
Nature,קרח,ice,Primary,קֶרַח,
Nature,קרחון,"iceberg, glacier",Primary,קַרְחוֹן,
Nature,צוק,cliff,Primary,צוּק,
Nature,גבעה,hill,Primary,גִּבְעָה,
Nature,מערה,cave,Primary,מְעָרָה,
Nature,שקיעה,sunset,Primary,שְׁקִיעָה,
Decisions,לפי דעתי,in my opinion,Primary,לְפִי דַעְתִּי,
Decisions,דעה,opinion,Primary,דַּעַת,
Decisions,דיון,discussion,Primary,דִּיוּן,
Decisions,ויכוח,argument,Primary,וִיכּוּחַ,
Decisions,טעות,mistake,Primary,טַעוּת,
Decisions,מסקנה,conclusion,Primary,מַסְקָנָה,
Decisions,לפי,by,Primary,לְפִי,
Decisions,לגבי,"regarding, in regards",Primary,לְגַבֵּי,
Decisions,יתרון,advantage,Primary,יִתְרוֹן,
Decisions,חסרון,disadvantage,Primary,חֶסְרוֹן,
Decisions,השלכה,reprecussion,Primary,הַשְׁלָכָה,
Decisions,הצעה,suggestion,Primary,הַצָּעָה,
Decisions,הסכמה,agreement (accord),Primary,הַסְכָּמָה,
Decisions,להביע,to express,Secondary,לְהַבְיַע,
Decisions,תהה,to wonder,Secondary,תֵּהֶה,
Decisions,לבחור,to choose,Secondary,לִבְחוֹר,
Decisions,עדיף,preferable,Secondary,עֲדִיף,
Imperatives 2,אכול,eat!,Primary,אֱכוֹל,
Imperatives 2,סגור,close!,Primary,סְגוֹר,
Imperatives 2,חזור,return!,Primary,חֲזוֹר,
Imperatives 2,חתוך,cut!,Primary,חֲתוֹךְ,
Imperatives 2,עמוד,stand!,Primary,עַמּוֹד,
Imperatives 2,כָּבֵּד,respect! / honor!,Primary,כָּבֵּד,
Imperatives 2,בקר,visit!,Primary,בַּקֵּר,
Imperatives 2,שבוֹר,break!,Primary,שְׁבוֹר,
Imperatives 2,לבש,wear!,Primary,לִבּוֹשׁ,
Imperatives 2,שְאל,ask!,Primary,שְׁאַל,
Imperatives 2,ספּר,tell!,Primary,סַפֵּר,
Imperatives 2,ענֵה,answer!,Primary,עֲנֵה,
Imperatives 2,הישאר,stay!,Primary,הֵישְׁאַר,
Imperatives 2,היכנס,enter!,Primary,הֵיכְנַס,
Imperatives 2,היפגש,meet!,Primary,הֵיפַּגֵּשׁ,
Imperatives 2,בוא נלך,let's go,Secondary,בּוֹא נֵלְךְ,
Imperatives 2,בוא נעשה,let's do,Secondary,בּוֹא נַעֲשֶׂה,
Imperatives 2,בוא ננסה,let's try,Secondary,בּוֹא נִנְסֶה,
Imperatives 2,בוא נראה,let's see,Secondary,בּוֹא נִרְאֶה,
Imperatives 2,בוא נדבר,let's talk,Secondary,בּוֹא נְדַבֵּר,
Imperatives 2,בוא נגיד,let's say,Secondary,בּוֹא נָגִיד,
Past 2,התחבא,hid,Primary,הִתְחַבֵּא,
Past 2,התפוצץ,exploded,Primary,הִתְפּוֹצֵץ,
Past 2,התחתן,got married,Primary,הִתְחַתֵּן,
Past 2,התיעץ,consulted,Primary,הִתְיַעֵץ,
Past 2,התלונן,complained,Primary,הִתְלוֹנֵן,
Past 2,התנצל,apologized,Primary,הִתְנַצֵּל,
Past 2,התפשט,got undressed,Primary,הִתְפְּשֵׁט,
Past 2,התקשר,called (phone),Primary,הִתְקַשֵּׁר,
Past 2,התרחץ,washed (himself),Primary,הִתְרַחֵץ,
Past 2,השתכר,got drunk,Primary,הִשְׁתַּכֵּר,
Past 2,הפסיק,stopped,Primary,הֶפְסִיק,
Past 2,התאושש,recovered,Primary,הִתְאוֹשֵׁשׁ,
Past 2,התחנן,begged,Primary,הִתְחַנֵּן,
Past 2,התפלל,prayed,Primary,הִתְפַּלֵּל,
Past 2,התעלם,ignored,Primary,הִתְעַלֵּם,
Past 2,התגלח,shaved (himself),Primary,הִתְגַּלֵּחַ,
Past 2,התנדב,volunteered,Primary,הִתְנַדֵּב,
Past 2,התעלל,abused,Primary,הִתְעַלֵּל,
Past 2,המשיך,continued,Primary,הֵמְשִׁיך,
Past 2,קיבל,received,Primary,קִבֵּל,
Past 2,ירד,went down,Primary,יָרַד,
Past Nif'al,נראתה,looked,Tertiary,נִרְאָתָה,
Past Nif'al,נגמר,ended,Tertiary,נִגְמַר,
Past Nif'al,להיכשל,failed,Tertiary,לְהִיכָּשֵׁל,
